IDquery;396319477
1.2231855;410684026
1.2300354;429120236
1.2867894;330204861
1.288196;314763414
1.2885826;495223815
1.2978841;219907913
1.3001438;148632831
1.3025256;45610490
1.3047078;338567006
1.3052734;365832593
1.3064427;108757159
1.3104517;410633602
1.3135402;346957804
1.3140403;437344572
1.3141265;329257446
1.314143;417224536
1.3168002;215393472
1.3192588;6974808
1.3197597;163857486
1.3213216;215393468
1.3217837;249088147
1.3271024;192266855
1.329825;177527455
1.3317397;147189392
1.332715;381739607
1.3327692;280228740
1.337539;111774393
1.3381151;211364911
1.3384777;270683758
1.3385153;337631062
Number of distance computations:623078
IDquery;235419488
0.97116154;451838896
0.9815999;203704946
1.0160155;174326801
1.0171987;165619546
1.02669;366251261
1.0342846;82064002
1.0344273;444956435
1.0401728;225827281
1.0528845;50531609
1.0559247;282660131
1.0580082;372097813
1.0590645;232065490
1.0590645;230388131
1.0591745;216681863
1.0601314;321510389
1.0660734;227074322
1.0684527;193086022
1.0735987;191531863
1.0743047;9606366
1.0772556;324874459
1.0776294;321778872
1.0822217;416410541
1.082716;210388854
1.084004;53176468
1.0841107;230403831
1.0862409;198981673
1.0866476;436419955
1.0887287;305925649
1.090123;186306604
1.0910635;213175461
Number of distance computations:274087
IDquery;396092696
1.1706084;280707970
1.1830059;223772841
1.1868116;203120591
1.1871252;214584192
1.1967269;67647509
1.2040029;417172518
1.2307739;516578993
1.2337148;199642264
1.2370397;216466242
1.2378757;211693391
1.2380619;185070863
1.2383387;180820195
1.2436647;214584101
1.2509539;502326978
1.251274;353510900
1.2530042;155372497
1.2560604;425931284
1.2626208;182102336
1.26273;90410147
1.264034;102852440
1.2655332;301697848
1.2679781;198872863
1.2680849;434498788
1.2685796;285242734
1.270986;181555489
1.2711837;463674691
1.2729108;230042416
1.2730263;199341034
1.2757099;246299325
1.2779238;411762188
Number of distance computations:376427
IDquery;504767116
1.4552442;211168618
1.4761573;100511896
1.4930204;242346687
1.4951962;243842373
1.5001314;234116516
1.5070461;361242380
1.5104865;232343376
1.5145046;174025060
1.5370009;151577340
1.5402355;102801638
1.5464447;195808316
1.5482506;146635259
1.5660129;252453087
