IDquery;0034887187
53.500576;0000934854
53.73221;0001772973
54.43042;0001355081
54.73525;0000999672
54.778027;0000992772
54.792027;0000117677
55.108913;0000996664
55.34068;0001729846
55.421055;0000853511
55.684105;0001356855
55.74208;0000855976
55.840034;0000777392
55.871075;0000935450
55.893925;0001343547
55.958683;0000633814
56.000603;0001221711
56.13718;0001782722
56.24493;0001341872
56.29456;0001195904
56.3671;0001169574
56.480618;0000999719
56.526558;0000732561
56.553364;0000948475
56.68124;0000739173
56.732155;0001570822
56.736053;0000829303
56.84001;0001121860
56.92263;0001662230
57.010624;0001664495
57.08008;0000859193
Number of distance computations:998790
IDquery;0003502025
41.652214;0001093264
43.22445;0001799837
43.742596;0001799836
46.26819;0000763335
46.283596;0000074500
46.691387;0001668759
47.097626;0001318068
47.437206;0001179537
47.711514;0001304830
47.774994;0000818295
47.855762;0001759863
47.896244;0000088960
47.913586;0001565890
47.956867;0001111907
48.131783;0000962714
48.179024;0001225237
48.46508;0001337463
48.555794;0001627150
48.56422;0001096941
48.70652;0000961208
48.79003;0001070706
48.79419;0001754985
48.865177;0000953542
48.982002;0000905953
49.080208;0001185360
49.089153;0000081334
49.115257;0001808782
49.160828;0001320720
49.198643;0001823355
49.251015;0001696337
Number of distance computations:987424
IDquery;0049766930
59.0324;0001133865
60.535904;0001855373
61.394382;0001133830
61.760937;0001184416
62.23275;0001127261
62.255318;0001184608
62.29339;0001184472
62.94822;0001193057
63.13642;0001351884
63.1529;0001192657
63.27289;0000769139
63.29318;0001193149
63.494957;0000411607
63.66161;0001184495
63.776546;0001192617
63.915867;0001192694
64.030304;0000347805
64.03889;0000347482
64.10699;0001127260
64.16177;0000102040
64.31403;0001720378
64.32953;0001184534
64.39439;0001248551
64.505775;0001192859
64.59604;0001184607
64.696655;0001114136
64.8959;0001713179
64.94215;0001340946
64.9563;0001221472
65.223366;0001184487
Number of distance computations:999977
IDquery;0002774355
54.053715;0000735452
58.75984;0001710298
60.70122;0000947351
